EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
820905134,INSTITUTE OF LEARNING AND MENTORSHIP CORP,% BILAL NA BAQAI,21 S SUMMIT AVE UNIT 33,GAITHERSBURG,MD,20884-7502,0000,03,3,1000,201707,1,15,000000000,1,01,202312,3,3,01,0,12,93021,68748,68748,Q33,
820905743,SHEPHERDS HOUSE INTERNATIONAL CHRISTIAN CHURCH INC,,8787 BRANCH AVE NUM 208,CLINTON,MD,20735-2630,0000,03,3,7000,201706,1,10,000000000,1,01,,0,0,06,0,12,,,,,
820912180,KIDS ENLIGHTENING KIDS INC,,11536 LOCKWOOD DR APT A2,SILVER SPRING,MD,20904-2423,0000,03,3,1000,201706,1,15,000000000,1,01,202306,0,0,02,0,06,0,0,0,P30,KIDSEKIDS INC
820918923,THEY RESCUE US INC,% CHRISTINE C WILLIAMS,13701 BARDON RD,PHOENIX,MD,21131-1515,0000,03,3,1400,201708,1,16,000000000,1,01,202212,3,4,01,0,12,42624,199200,193888,D20,
820931095,GOD WANTS ME WHOLE INC,% REGINA BANKS,6311A PANDA CT,WALDORF,MD,20603-4412,0000,03,3,1700,201706,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,X20,
820933206,DISABLED AMERICAN VETERANS AUXILIARY,% SARAH WHITFIELD,5427 WHITE MANE,COLUMBIA,MD,21045-0000,2473,04,9,1000,197310,2,00,908921000,5,01,202306,0,0,02,0,06,0,0,0,,33 SARGE WAREHIME
820933442,ASSOCIATION OF RUSSIAN SPEAKING THEATRES CORPORATION,,11706 COLDSTREAM DR,POTOMAC,MD,20854-3611,0000,03,3,1230,201704,1,16,000000000,1,01,202312,1,4,01,0,12,7169,166056,166056,A90,
820942292,Y NOT YOUTH,,6533 BEECHWOOD DR,TEMPLE HILLS,MD,20748-2605,0000,03,3,1200,201803,1,16,000000000,5,01,202312,0,0,02,0,12,0,0,0,O20,
820946083,WEEKEND BACKPACKS FOR HOMELESS KIDS,% SANDIE NAGEL,PO BOX 21486,BALTIMORE,MD,21282-1486,0000,03,3,1000,201712,1,15,000000000,1,01,202306,6,6,01,0,06,1585818,1111881,1075664,P12,SANDIES KIDS
820948100,MILFORD MILL CLASS OF 1982 INC,,1222 GLENBACK AVE,BALTIMORE,MD,21208-4122,0000,03,3,1200,201704,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,B11,
820953061,INSIDE THE MIDDLE EAST INC,,7009 WALLIS AVENUE,BALTIMORE,MD,21215-0000,0000,03,3,1000,201811,1,15,000000000,1,01,202212,4,4,01,0,12,228666,218730,218730,Q20,
820955742,IGLESIA PENTECOSTES CRISTO LA PIEDRA ANGULA 1 PEDRO 2 7-8 INC,% MELVIN CORDOVA CORTEZ,18906 IMPULSE LN,GAITHERSBURG,MD,20879-1794,0000,03,3,7000,202207,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
820956858,WOLASKY FAMILY FOUNDATION INC,% THE ASSOCIATED,101 W MOUNT ROYAL AVE,BALTIMORE,MD,21201-5708,0000,03,3,1000,201707,1,21,000000000,1,01,202306,4,6,01,0,06,267386,2003878,2003628,T11,
820958114,MARCH ON MARYLAND INC,,820 RITCHIE HWY STE 250,SEVERNA PARK,MD,21146-4129,0000,03,3,2000,201704,1,16,000000000,1,01,202212,6,7,01,0,12,1046595,6953272,3819786,R60,MARCH ON MD
820961079,RJS LASTING STRENGTH FOUNDATION,,10608B BETHEL RD,FREDERICK,MD,21702-1702,0000,03,3,1200,201705,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,F21,
820961192,JEWISH-ISLAMIC DIALOGUE SOCIETY OF WASHINGTON INC,% DANIEL SPIRO,9702 CORKRAN LN,BETHESDA,MD,20817-1532,0000,03,3,2000,201704,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B01,JIDS
820961487,MELODY CREATIONS CREATIVE ARTS PROGRAM CORP,,1209 PENNYPACKER LN,BOWIE,MD,20716-1755,0000,03,3,1000,201707,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,A20,
820961978,ONE PUPIL INCORPORATED,,3413 SNOW CLOUD LN,SILVER SPRING,MD,20904-7202,0000,03,3,1000,201707,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,T12,
820967110,CUSPEA ACADEMY CORP,% YI PANG,3850 SUGARLOAF PKWY,FREDERICK,MD,21704-0000,0000,03,3,1280,202311,1,16,000000000,1,01,,0,0,02,0,12,,,,U99,
820973273,EO BALTIMORE INC,,1212 E 25TH ST LOWER LEVEL,BALTIMORE,MD,21218-5512,0000,03,3,2000,202310,1,16,000000000,1,01,202306,3,4,01,0,06,90376,218516,218516,B02,
820974340,MIZMARYLAND INC,% HEATHER MIZEUR,PO 851,CHESTERTOWN,MD,21620-0000,0000,03,3,1200,201905,1,15,000000000,1,01,202212,3,1,02,0,12,87759,3807,3807,P01,MIZMARYLAND
820985411,BIGFOOT ENDURANCE INCORPORATED,,10213 CAMELFORD CT,ELLICOTT CITY,MD,21042-5804,0000,03,3,1000,201704,1,15,000000000,1,01,202112,1,3,02,0,12,1,37000,37000,N30,
820987642,WELLSPRING CHARITIES INC,% THEMBI DEPASS,119 INDIAN LN,ANNAPOLIS,MD,21403-3846,0000,03,3,1000,201704,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P20,
820988351,FREDERICK E HART FOUNDATION FOR EDUCATIONAL OPPORTUNITY,% LINDY HART,5311 OAKLAND RD,CHEVY CHASE,MD,20815-6638,0000,03,3,2000,201706,1,15,000000000,1,01,202112,3,4,01,0,12,57411,233605,109389,B82,
820996206,CHILDREN OF PROMISE INC,% IDA FLIGGINS,342 N HILTON ST,BALTIMORE,MD,21229-3013,0000,03,3,2000,201705,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P30,
820999178,PASTORS WIVES OF AMERICA INC,% LIBIA DURAN,12223 THORN GROVE PL,GERMANTOWN,MD,20874-2551,0000,03,3,1270,202209,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,X20,
820999968,LIGHT OF LIFE ORGANIZATION,% EBUN V WILLIAMS,6937 LAMONT DR,LANHAM,MD,20706-4606,0000,03,3,1200,201704,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,,
821004743,IGLESIA PENTECOSTES LEVANTATE Y RESPLANDECE ISAIAS 60 1,% ESWIN A ROSALES LEMUS,114 WARWICKSHIRE LN APT F,GLEN BURNIE,MD,21061-5696,0000,03,3,7000,202111,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
821011728,CODERS WHO TRAVEL INC,,6335 GREEN FIELD RD UNIT 1712,ELKRIDGE,MD,21075-5266,0000,03,3,1280,201706,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,J22,
821016454,FAITH DELIVERANCE WATCHMAN MINISTRIES,% CARL MCLANE,1302 LIATRIS LN,BELCAMP,MD,21017-1660,0000,03,3,7000,202112,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
821020948,NONIFARM,,686 MARLBORO RD,LOTHIAN,MD,20711-9633,0000,03,3,1000,201704,1,15,000000000,1,01,202312,1,3,02,0,12,1,47183,47183,D60,
821022252,FOUNDATION MELVIN MORA INC,% MELVIN MORA,2205 WARWICK WAY STE 200,MARRIOTTSVL,MD,21104-1632,0000,03,3,1000,201706,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,E12,FMM
821024678,TREASURES OF THE HEART WORSHIP CENTER INC,,209 HARPERS WAY,FREDERICK,MD,21702-3097,0000,03,3,7000,201802,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
821026185,KUTCHER FOUNDATION INC,,302 DOVE COURT,FOREST HILL,MD,21050-3276,0000,03,3,1200,201705,1,04,000000000,1,01,202212,5,3,00,1,12,807476,69664,,O12,
821031786,COMMUNITY RESTORATION PROJECT INC,% SYLVESTER SHORTS,11 W 20TH STREET APT 6-0,BALTIMORE,MD,21218-6050,0000,03,3,1000,202109,1,16,000000000,1,01,,0,0,02,0,07,,,,E01,
821032525,ONE CHURCH INC,% ALVIN DOCKETT,2294 OLD WASHINGTON RD,WALDORF,MD,20601-3174,0000,03,3,7000,201804,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
821033259,FRIENDS HOUSE SENIORS ASSOCIATION INC,% RAYMOND BRIDGE,17340 QUAKER LN,SANDY SPRING,MD,20860-1247,0000,03,3,1200,201704,1,16,000000000,1,01,202306,0,0,02,0,06,0,0,0,P81,
821033538,GRACE FELLOWSHIP MINISTRIES,,3770 MAPLECREST DR,KNOXVILLE,MD,21758-9118,8063,03,9,7000,199703,1,10,002000000,1,01,,0,0,06,0,03,,,,X20Z,
821041985,DUE DILIGENCE INITIATIVE INC,,6707 KENWOOD FOREST LN,CHEVY CHASE,MD,20815-6501,0000,03,3,2000,201805,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,,
821045830,RESEARCH4IMPACT INC,% ADAM LEVINE,727 W 40TH ST APT L124,BALTIMORE,MD,21211-2154,0000,03,3,1000,201803,1,15,000000000,1,01,202312,3,3,02,0,12,53743,25650,25650,V02,
821051630,THE CHILDRENS GIFT FOUNDATION,,PO BOX 6692,ELLICOTT CITY,MD,21042-0692,0000,03,3,1200,201708,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P60,
821056014,KIPLO CORPORATION,% NIENCHEN MAO,17814 HIDDEN GARDEN LN,ASHTON,MD,20861-0000,0000,03,3,1200,201804,1,03,000000000,1,01,202212,3,2,00,1,12,25683,23828,,B82,
821056184,NYONG ET KELLE ELITE USA,,7620 WOODPARK LN APT 403,COLUMBIA,MD,21046-2773,0000,03,3,1000,201805,1,15,000000000,5,01,202312,0,0,02,0,12,0,0,0,A23,NYONG ET KELLE ELITE CULTURAL ASSOC
821057708,ANNAPOLIS CHAMBER MUSIC ENSEMBLE,% JUN HU,1592 PISCATAWAY RD,CROWNSVILLE,MD,21032-2138,0000,03,3,1000,201704,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,A68,
821059454,GANTI FOUNDATION,,7337 HANOVER PKWY STE A,GREENBELT,MD,20770-3669,0000,03,3,1000,201710,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,A23,
821062543,OMEGA FIRE MINISTRIES MARYLAND INC,% GIDEON ONORIOMA,16000 TRADE ZONE AVE STE 407,UPPR MARLBORO,MD,20774-8789,0000,03,3,7000,201709,1,10,000000000,1,01,202012,3,4,06,0,12,73036,145229,145229,X20,
821062700,WILDLIFE AND ANIMAL WELFARE INSTITUTE,% JANE STINE,7610 CONNECTICUT AVE,CHEVY CHASE,MD,20815-4922,0000,03,3,1000,201704,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,D20,
821067925,IGBERE DEVELOPMENT ASSOCIATION,% UKAEGBU UKAEGBU,11161 NEW HAMPSHIRE AVE STE 420,SILVER SPRING,MD,20904-2606,0000,03,3,1200,201905,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,S80,
821068249,ENCOURAGING SOULS MINISTRY INC,% PEGGY NORTON,746 CRONIN DR,ABERDEEN,MD,21001-1663,0000,03,3,7000,201801,1,15,000000000,1,01,202312,2,3,02,0,12,23620,42965,42965,X21,
821073667,RESEARCH ASSOCIATION FOR INTERDISCIPLINARY STUDIES,,12515 BLUE PONDS TER,BELTSVILLE,MD,20705-6300,0000,03,3,2000,201705,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B03,
821083456,PETRONILLE HEALTHY SOCIETY,% DUC NTSOMI,1836 METZEROTT RD APT 1426,ADELPHI,MD,20783-3451,0000,03,3,1000,201805,1,15,000000000,1,01,202312,4,4,01,0,12,111220,269798,269798,P20,
821084681,LIVE BETTER FOUNDATION,,19110 MONTGOMERY VILLAGE AVE,MONTGOMERY VILLAGE,MD,20886-3702,0000,03,3,1200,201704,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,E60,
821085137,FRIENDS OF ROCKVILLE CIVIC BALLET,% FRCB,6225 LONE OAK DR,BETHESDA,MD,20817-1743,0000,03,3,1200,201705,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,A11,FRCB
821085894,SMOKING SHIELDS CIGAR CLUB CORP MARYLAND CHAPTER,,1910 SOUTHRIDGE DR,EDGEWOOD,MD,21040-3137,0000,03,3,1000,201709,1,16,000000000,1,01,202304,0,0,02,0,04,0,0,0,T20,
821088677,GREEN WAVE FOUNDATION INC,% DAVID SCHOPPERT,1029 IRWINS CHOICE,BEL AIR,MD,21014-2507,0000,03,3,1800,201704,1,16,000000000,2,01,202312,1,0,02,0,12,1,0,0,H48,
821093032,ORGANIZATION FOR THE ADVANCEMENT OF MUSSAR INC,,502 WASHINGTON AVENUE 8TH FLOOR,TOWSON,MD,21204-4516,0000,03,3,7000,201801,1,15,000000000,1,01,202212,3,4,01,0,12,48927,267602,267602,X30,
821105809,MAJORITY ACTION,% EDWARD KAMONJOH,PO BOX 4831,SILVER SPRING,MD,20914-4831,0000,03,3,1200,201803,1,15,000000000,1,01,202212,6,6,01,0,12,2436084,3400000,3400000,C05,5050 CLIMATE PROJECT & CLIMATE MAJO
821112222,SUNFLOWER EDUCATION EXCHANGE DEVELOPMENT FOUNDATION,% MAGGIE LING LI,7383 WASHINGTON BLVD STE 105,ELKRIDGE,MD,21075-6324,0000,03,3,2000,201712,1,15,000000000,1,01,202201,0,0,02,0,01,0,0,0,,
821116917,BLACK KIDS SWIM INCORPORATED,% BLACK KIDS SWIM,221 CASTLETON PL,UPPR MARLBORO,MD,20774-1445,0000,03,3,2000,201704,1,16,000000000,1,01,202310,0,0,02,0,10,0,0,0,N01,
821119297,GLOBAL PUBLIC HEALTH LINKAGES INC,% ANGELA M WAKHWEYA,15616 COPPER BEECH DR,UPPR MARLBORO,MD,20774-8047,0000,03,3,1000,201707,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,Q30,
821121257,AFCA INC,,5305 VILLAGE CENTER DRIVE,COLUMBIA,MD,21044-2382,0000,03,3,2000,202210,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,W99,
821121901,MINISTERIOS CRISTIANOS OASIS DE AMOR INC,,18851 POPPY SEED LN,GERMANTOWN,MD,20874-2005,0000,03,3,7000,201802,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
821148773,RANDELL FISHER SR MINISTRIES,% RANDELL FISHER SR MINISTRIES,155 POTOMAC PSGE UNIT 511,OXON HILL,MD,20745-1570,0000,03,3,1700,202201,1,15,000000000,1,01,202112,0,0,02,0,12,0,0,0,P99,
821158915,CLEAN WATER WORLD INC,% JEAN-BAPTISTE NODJIGOTO,7 RIVERSIDE DR,ESSEX,MD,21221-6914,0000,03,3,1200,201711,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,Q31,
821163104,OUR HEAVENLY CAUSE FOUNDATION INC,% DANIEL RYAN,7945 WORMANS MILL RD,FREDERICK,MD,21701-3047,0000,03,3,1000,202310,1,04,000000000,1,01,202312,4,4,00,1,12,137405,462953,,L12,
821170508,BREAD OF LIFE TABERNACLE MD,% PIERELUS TALAMAS,1411 EDNOR ROAD,SILVER SPRING,MD,20905-0000,0000,03,3,7000,201802,1,10,000000000,1,01,202212,3,3,06,0,12,91084,71745,71745,X21,BREAD OF LIFE TABERNACLE
821192068,DARRYL ALLEN HAIRSTON II CRIME VICTIMS FOUNDATION,% DARRYL A HAIRSTON,7706 KLOVSTAD DR,FT WASHINGTON,MD,20744-1725,0000,03,3,1000,201704,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,I20,
821192567,STEPPING TOWARDS A NEW DESTINTY CORPORATION,% TIGANA S DUNCAN,6015 TURNABOUT LN,COLUMBIA,MD,21044-3058,0000,03,3,1000,201704,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,,
821192957,BALTIMORE URBAN BASEBALL ASSOCIATION,% CHARLES J SANTANGELO,1205 S CAREY ST,BALTIMORE,MD,21230-0000,0000,03,3,1000,201808,1,15,000000000,1,01,202212,5,4,01,0,12,742660,229966,223389,N63,
821193018,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC,% MONTE POWELL,12301 SNOWDEN WOODS RD,LAUREL,MD,20708-2492,1155,03,9,1200,200509,1,15,000000000,1,01,202308,0,0,02,0,08,0,0,0,N60,METRO ALL-STARS
821195078,MARYLAND TAX RELIEF CLINIC,,9199 REISTERSTOWN RD STE 201B,OWINGS MILLS,MD,21117-4579,0000,03,3,1000,201706,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P50,MARGARET TABB
821202768,SHIRTS VS SKINS ORGANIZATION,% PATRICK BRIAN OSHEA,11980 THURLOE DR,TIMONIUM,MD,21093-7448,0000,03,3,1200,201807,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,F19,ANNUAL SHIRTS VS SKINS BC
821205386,LAUREL WOODS ELEMENTARY SCHOOL PTO,,9250 N LAUREL RD,LAUREL,MD,20723-1660,0000,03,3,1000,201710,1,16,000000000,1,01,202306,0,0,02,0,06,0,0,0,B94,LWES PTO
821207581,STARS PERFORMING ARTS,% YVONNE BROCK,6710 OXON HILL RD,OXON HILL,MD,20745-1117,0000,03,3,1000,201704,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,A23,
821215572,KING FARM NEIGHBORS VILLAGE,% ROBERT A SILVA,300 SADDLE RIDGE CIR,ROCKVILLE,MD,20850-5743,0000,03,3,1000,201708,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,P81,
821220822,HAUT-NKAM COMMUNITY,% HAUT-NKAM COMMUNITY,1038 GUILLEMOT DR,SILVER SPRING,MD,20906-2108,0000,03,3,1000,201705,1,16,000000000,5,01,202312,1,2,02,0,12,1433,15230,15230,A23,
821229170,WOMEN OF COMMON GROUND GLOBAL IMPACT INC,% DR ELIZABETH A IWEALA,9101 WIPKEY CT,BOWIE,MD,20720-3268,0000,03,3,1000,201709,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P20,SAME
821230578,CORNELL UNIVERSITY ALPHA KAPPA DELTA PHI ALUMNI ASSOCIATION,% PATRICIA MCHUGH,10240 LAKEWOOD DR,ROCKVILLE,MD,20850-3661,0000,03,3,1200,201705,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,B84,
821237453,PAULAS HEART,,11505 CHERRY TREE CROSSING,CHELTENHAM,MD,20623-7535,0000,03,3,1000,201706,1,15,000000000,1,01,202201,0,0,02,0,01,0,0,0,P40,
821248625,ILAUNCHILAND INC,,7629 JOHNNYCAKE RD,WINDSOR MILL,MD,21244-1216,0000,03,3,1000,201804,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,O50,
821252920,LI-A-PING FINANCIAL,,11021 SPYGLASS HL,BOWIE,MD,20721-2345,0000,03,3,1200,202101,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,O53,
821252973,COMMUNITY HEART,,9701 APOLLO DR STE 100,UPPR MARLBORO,MD,20774-4785,0000,03,3,2000,201803,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B82,
821253098,ARGOTIS FOUNDATION,% ALLEN BARNES,9934 HUGHES AVE,LAUREL,MD,20723-1744,0000,03,3,2000,201711,1,16,000000000,1,01,202312,2,1,02,0,12,10189,712,712,O50,
821256999,MAXMATH TUTORING ONLINE MARYLAND BRANCH INC,,3611 CHASE TER,BELTSVILLE,MD,20705-3210,0000,03,3,1000,201704,1,15,000000000,1,01,202312,3,3,01,0,12,98705,98705,98705,B90,MAXMATH HOME HEALTH CARE AGENCY MD
821258458,MS KNOWLEDGE FOUNDATION INC,% MS CENTER OF NORTHEASTERN NY,9500 MEDICAL CENTER DRIVE 440C,UPPER MARLBORO,MD,20774-0000,0000,03,3,1280,201709,1,15,000000000,1,01,202212,2,1,02,0,12,18941,250,250,H05,
821260314,BLACKCOMPUTEHERORG,% QUINCY BROWN,9109 GARDEN KNOLL LN,UPPR MARLBORO,MD,20772-2519,0000,03,3,2800,202006,1,15,000000000,1,01,202312,4,4,01,0,12,325652,148199,148199,B01,
821260815,RHO CHI CHI SORORITY INCORPORATED,,6346 ISLINGTON ST,MIDDLE RIVER,MD,21220-2166,0000,03,3,1000,201802,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P20,
821268007,IMPROVED GIFTED INTELLECTS LLC,% MICHAEL LEWIS,4904 LOCH RAVEN BLVD,BALTIMORE,MD,21239-3925,0000,03,3,2000,202112,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,,
821269055,PROVIDENCE COMMUNITY PRP INC,,6738 DOGWOOD RD,GWYNN OAK,MD,21207-4122,0000,03,3,1000,201802,1,16,000000000,1,01,202112,1,2,02,0,12,154,14025,14025,E30,
821271494,MAXCEN HOUSING SOCIETY MARYLAND BRANCH INC,% JEAN MAXCENE DECARDE,3611 CHASE TER,BELTSVILLE,MD,20705-3210,0000,03,3,1000,201705,1,15,000000000,1,01,202312,3,3,01,0,12,91149,91149,91149,L40,
821278849,CHRISTOS FC INC,,1123 STATE ROUTE 3 NORTH SUITE 236,GAMBRILLS,MD,21054-1715,0000,03,3,1000,201708,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P99,
821293797,FACES GOING PLACES INC,% SANDRA MORGAN,4503 PENHURST AVENUE,BALTIMORE,MD,21215-4273,0000,03,3,1200,201708,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B30,
821296091,WILSONIAN CLUB INC,,5529 WHITLEY PARK TER,BETHESDA,MD,20814-2064,0000,03,3,1278,201705,1,16,000000000,1,01,202112,0,0,02,0,12,0,0,0,A80,
821297590,IMMUNE COMPETENCE INC,,3717 BOSTON ST,BALTIMORE,MD,21224-5752,0000,03,3,1200,202110,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,W01,
821304810,LOVE YOU MORE INCORPORATED,,11505 CHERRYTREECROSSING RD UNIT222,CHELTENHAM,MD,20623-7509,0000,03,3,1200,201705,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,P50,
821307925,GLOBAL ACTION FOR PUBLIC HEALTH EDUCATION AND RESEARCH INC,,7200 CHIPPENHAM PL APT 103,WINDSOR MILL,MD,21244-8176,0000,03,3,1200,201712,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,E12,
821308422,NEW BEGINNING DELIVERANCE MINISTRY INC,,19417 SAINT JOHNSBURY LN,GERMANTOWN,MD,20876-1610,0000,03,3,7000,201903,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
821311044,ROTARY CLUB OF NORTH BETHESDA,,15404 DEEP BOTTOM RD,DARNESTOWN,MD,20874-3630,0000,04,3,3000,202011,2,00,000000000,1,01,202306,0,0,02,0,06,0,0,0,T50,
821312233,AYANA MCALLISTER FOUNDATION INC,,10104 MILWAUKEE CT,UPPR MARLBORO,MD,20774-6061,0000,03,3,1000,201902,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P20,
821313646,REALSLOW RECOVERY LLC,% MICHAEL L RISSOLO MBR,8805 ROUNDHOUSE CIR,EASTON,MD,21601-0000,0000,03,3,1000,201802,1,15,000000000,5,01,202305,4,4,01,0,05,161858,189928,189928,,GRATITUDE HOUSE
821314479,NEW CREATION URBAN MINISTRIES INC,,1601 N CALHOUN ST,BALTIMORE,MD,21217-2804,0000,03,3,2000,201904,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,B99,
821314823,VIRTUOUS WOMEN OF ALL AFRICAN NATIONS INC,,20 GLEN CREEK CIR APT B,ELKTON,MD,21921-8912,0000,03,3,1000,201805,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,Y03,
821319492,UNIVERSITY OF PRETORIA FOUNDATION,% PAUL M GOTTLIEB,9690 DEERECO RD STE 500,TIMONIUM,MD,21093-6900,0000,03,3,1000,202007,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,T30,
821320008,AMERICAN FRIENDS OF KOLLEL EMES LYAAKOV INC,% SAMUEL N LUXENBURG,28 WALKER AVENUE,BALTIMORE,MD,21208-0000,0000,03,3,1000,201711,1,16,000000000,1,01,202212,2,4,01,0,12,11253,196810,196810,Q12,
821320466,OTHER SIDE OF THE WALL,% LEENADRIA UBANNWA,15517 N NEMO CT,BOWIE,MD,20716-1458,0000,03,3,1000,202207,1,16,000000000,1,01,202307,0,0,02,0,07,0,0,0,H30,
821324957,MARYLAND MCO ASSOCIATION INC,% AMY CHETELAT,2331 ROCK SPRING RD,FOREST HILL,MD,21050-1627,0000,04,3,3000,201803,2,00,000000000,1,01,202212,6,5,01,0,12,2237082,752270,752270,E05,
821333921,ABAM NATIONAL ORGANIZATION IN AMAERICAS,% JAMES UMEKWE,1001 MERGANSER CT,UPPR MARLBORO,MD,20774-7043,0000,03,3,1000,201707,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,S99,
821342267,REVEREND SAMUEL GREEN SR FOUNDATION INC,% DALE GREEN,100 INTERNATIONAL DRIVE 23RD FLOOR,BALTIMORE,MD,21202-4737,0000,03,3,1200,201802,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,A80,
821343236,STORIES LOVE MUSIC INC,% ILYANA KADUSHIN,206 KAY AVE,SALISBURY,MD,21801-7121,0000,03,3,1230,201705,1,16,000000000,1,01,202312,3,3,02,0,12,42759,44177,41271,F60,
821347784,MARYLAND FUSION SOCCER INC,,10921 DEBORAH DR,POTOMAC,MD,20854-2718,0000,03,3,1200,201905,1,16,000000000,1,01,202312,4,5,01,0,12,295682,552226,552226,N64,
821351608,ALEXANDER GRAHAM BELL ASSOCIATION OF MARYLAND INC,,9011 CHEVROLET DRIVE,ELLICOTT CITY,MD,21042-4024,0000,03,3,2000,201803,1,16,000000000,1,01,202304,0,0,02,0,04,0,0,0,B01,
821364290,KIDS AGAINST HUNGER - LOTT CAREY INC,% DAVID EMMANUEL GOATLEY,8201 CORPORATE DR STE 1245,LANDOVER,MD,20785-2364,0000,03,3,1000,201801,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,K31,
821369122,WAIT UP CORPORATION,% KIM ALEXANDER,7713 LOCUST LN,FT WASHINGTON,MD,20744-3355,0000,03,3,1000,201705,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,J22,WAIT UP
821376157,WADE H MENENDEZ FOUNDATION INC,% WADE H MENENDEZ,7452 BALTIMORE ANNAPOLIS BLVD,GLEN BURNIE,MD,21061-3547,0000,03,3,1000,201705,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,T50,
821380877,BLACK CHURCH FOOD SECURITY NETWORK,% HEBER BROWN III,PO BOX 66028,BALTIMORE,MD,21239-6028,0000,03,3,1200,202311,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,,
821384952,PTA DELAWARE CONGRESS,% PTSA PRESIDENT,3701 SAUL RD,KENSINGTON,MD,20895-3416,2155,03,9,2000,197103,1,16,059035000,5,01,202306,0,0,01,0,06,0,0,0,,SILVER CREEK MIDDLE SCHOOL PTSA
821385844,MMHA SERVICE TRAINING ACADEMY,% MYLES CRUM III,11155 DOLFIELD BOULEVARD 200,OWINGS MILLS,MD,21117-0000,0000,03,3,2000,201711,1,11,000000000,1,01,202212,3,4,01,0,12,53192,185409,185409,B30,
821388679,SONRISE COMMUNITY DEVELOPMENT CORPORATION,% BRENDA PAUL,10026 MAIN ST,BERLIN,MD,21811-3206,0000,03,3,1000,201706,1,16,000000000,1,01,202112,0,0,02,0,12,0,0,0,S31,
